DI Yogyakarta, Latitude, Longtitude
Kota Yogyakarta -7.797068, 110.370529
Kabupaten Bantul -7.919694, 110.360487
Kabupaten Gunungkidul -7.966620, 110.616902
Kabupaten Kulon Progo -7.855054, 110.164717
Kabupaten Sleman -7.715294, 110.402481
